Raw_Affiliation,Latitude,Longitude,in_science_park_osm,park_name_osm,univ_research_count,nearest_station_m,nearest_junction_m,method_used_osm,park_name_gt,nearest_park_wikidata_id,distance_to_park_m,in_science_park_gt,agree
"School of Electronics and Computer Science, University of Southampton, Southampton, U.K",50.9341805,-1.3974844,False,,3.0,1486.276757657848,1593.8827386541095,B_density_fallback,Porton Down,Q7232208,30755.0,False,True
"University of Southampton, Malaysia Campus, Iskandar Puteri, Malaysia",1.4522711,103.6144729,False,,2.0,,91.4114707863721,B_density_fallback,Singapore Science Park,Q7523109,25922.0,False,True
"Power Electronics, Machines and Control group, University of Nottingham, Nottingham, U.K",52.9387428,-1.2002957,False,,3.0,2053.5259643545737,911.617607318279,B_density_fallback,Aston Science Park,Q4811018,68158.1,False,True
"Power Electronics Machines and Control Group, University of Nottingham, Nottingham, U.K",52.9387428,-1.2002957,False,,3.0,2053.5259643545737,911.617607318279,B_density_fallback,Aston Science Park,Q4811018,68158.1,False,True
"Department of Electrical, Electronic and Information Engineering “Guglielmo Marconi”, University of Bologna, Bologna, Italy",44.4982886,11.354457,False,,68.0,421.9102669569064,2274.147099640625,B_density_fallback,Bologna Technopole,Q115707655,2504.5,False,True
"Department of Electrical, Electronic, and Information Engineering, Guglielmo Marconi, University of Bologna, Bologna, Italy",44.4982886,11.354457,False,,68.0,421.9102669569064,2274.147099640625,B_density_fallback,Bologna Technopole,Q115707655,2504.5,False,True
"School of Aerospace, University of Nottingham Ningbo China, Ningbo, China",29.8622194,121.6203873,False,,0.0,84.51634552158173,,B_density_fallback,Zhizu National Hi-Tech Industrial Development Park,Q24836334,129883.1,False,True
"School of Electric Power, South China University of Technology, Guangzhou, China",23.160342,113.3372426,False,,3.0,1085.238244808713,1243.6101271521818,B_density_fallback,Longhua Science and Technology Park,Q25105169,91604.4,False,True
"The First Central Clinical College of Tianjin Medical University, Tianjin, China",39.3032619,117.4163641,False,,0.0,,,B_density_fallback,TusPark,Q17028810,120943.4,False,True
"Department of Hematology, Tianjin First Central Hospital, Tianjin, China",39.3032619,117.4163641,False,,0.0,,,B_density_fallback,TusPark,Q17028810,120943.4,False,True
"Nankai University School of Medicine, Tianjin, China",39.3032619,117.4163641,False,,0.0,,,B_density_fallback,TusPark,Q17028810,120943.4,False,True
"Key Laboratory for Microstructural Material Physics of Hebei Province, School of Science, Yanshan University, Qinhuangdao 066004, China",39.9367525,119.5942213,False,,0.0,1062.1710875426847,,B_density_fallback,Future Science City,Q10902331,266242.5,False,True
"School of Astronautics, Northwestern Polytechnical University, Xi'an 710072, China",34.2469224,108.9106235,False,,5.0,666.652350016983,,B_density_fallback,Changsha High-Tech Industrial Development Zone,Q17030796,769588.1,False,True
"School of Materials Science and Engineering, Beijing Institute of Technology, Beijing 100081, China",39.9578214,116.3098237,False,,17.0,649.4227596940661,596.8503280432541,B_density_fallback,Zhongguancun,Q197834,2597.0,False,True
"SCiBreak AB, Järfälla, Sweden",59.4662553,17.8157167,False,,0.0,1628.351108802262,369.37230746784775,B_density_fallback,Karolinska Institutet Science Park,Q65195550,17408.5,False,True
"Department of Electrical Engineering and Computer Sciences, University of California Berkeley, Berkeley, USA",37.8754996,-122.2390685,False,,8.0,1511.3066578024216,2796.1201751015706,B_density_fallback,Lawrence Livermore National Laboratory,Q519826,51088.4,False,True
"Department of Electrical and Computer Engineering, University of Illinois at Urbana-Champaign, Urbana, USA",40.1117174,-88.207301,False,,3.0,2917.6412269211964,1734.612841305449,B_density_fallback,Research Park at the University of Illinois Urbana-Champaign,Q16975637,3614.4,False,True
"School of Electrical Engineering and Automation, Hefei University of technology, Hefei, China",31.8467475,117.2905389,False,,5.0,517.3153861509049,2101.5822652533293,B_density_fallback,Hefei Xinzhan Hi-tech Industry Development Zone,Q45007283,86479.8,False,True
"Department of Electrical Engineering, CEECS, National United University, Miaoli 36063, Taiwan",24.5455495,120.8121027,False,,2.0,2826.8104921211043,1394.26633575135,B_density_fallback,Hsinchu Science Park,Q717461,33079.8,False,True
"Babol Noshirvani University of Technology, Babol, Iran",36.5616601,52.6815349,False,,7.0,,,B_density_fallback,Pardis Technology Park,Q7136565,120349.1,False,True
"Department of Electrical Engineering, Federal Institute of Santa Catarina - IFSC, Jaraguá do Sul, Brazil",-26.4897432,-49.0778063,False,,4.0,,3792.0576019619552,B_density_fallback,Parque CienTec,Q53588580,401033.6,False,True
"Power Electronics Institute, Federal University of Santa Catarina, Florianopolis, Brazil",-27.6034133,-48.5224425,False,,2.0,,2529.531458513992,B_density_fallback,Parque CienTec,Q53588580,479028.1,False,True
"Lineberger Comprehensive Cancer Center, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",35.9050354,-79.0477533,False,,3.0,,1275.297813552697,B_density_fallback,Research Triangle Park,Q1187093,16663.2,False,True
"Lineberger Comprehensive Cancer Center, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA; Department of Microbiology and Immunology, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",35.9050354,-79.0477533,False,,3.0,,1275.297813552697,B_density_fallback,Research Triangle Park,Q1187093,16663.2,False,True
"Department of Microbiology and Immunology, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",35.9050354,-79.0477533,False,,3.0,,1275.297813552697,B_density_fallback,Research Triangle Park,Q1187093,16663.2,False,True
"Michael Hooker Proteomics Center, Department of Pharmacology, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",35.9050354,-79.0477533,False,,3.0,,1275.297813552697,B_density_fallback,Research Triangle Park,Q1187093,16663.2,False,True
"Lineberger Comprehensive Cancer Center, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA; Department of Microbiology and Immunology, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA; Department of Pediatrics, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",35.9050354,-79.0477533,False,,3.0,,1275.297813552697,B_density_fallback,Research Triangle Park,Q1187093,16663.2,False,True
"Department of Pediatrics, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",35.9050354,-79.0477533,False,,3.0,,1275.297813552697,B_density_fallback,Research Triangle Park,Q1187093,16663.2,False,True
"Lineberger Comprehensive Cancer Center, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA; Department of Microbiology and Immunology, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA. Electronic address: gdotti@med.unc.edu",35.9050354,-79.0477533,False,,3.0,,1275.297813552697,B_density_fallback,Research Triangle Park,Q1187093,16663.2,False,True
"1University of Paris APHP, Saint-Louis Hospital, Hemato-oncology, DMU DHI, Paris, France",48.8534951,2.3483915,False,,74.0,191.42332772248767,2198.8516737143227,B_density_fallback,Cité scientifique,Q2974822,202927.5,False,True
"2Institut Curie, Paris, France",48.8438173,2.3456726,False,,86.0,466.9329629051645,1983.149341987527,B_density_fallback,Cité scientifique,Q2974822,204016.9,False,True
Institut Curie [Paris] ( 26 rue d'Ulm - 75248 Paris - France),,,,,,,,no_coordinates,,,,,
"3HCL, Hematology, Lyon, France",45.7578137,4.8320114,False,,18.0,92.23887213973576,1016.3826004220792,B_density_fallback,parc du Cosmos,Q3364340,199751.1,False,True
"4CHU Montpellier, Hematology department, UMR CRNS 5535, Montpellier, France",43.6112422,3.8767337,False,,22.0,829.8951822905175,2906.4339702144653,B_density_fallback,parc du Cosmos,Q3364340,80509.7,False,True
"5CHU de Lille, Hematology, Lille, France",50.6365654,3.0635282,False,,9.0,103.22468916500952,976.1178553953312,B_density_fallback,EuraTechnologies,Q13931398,3091.1,False,True
"6APHP, CHU Créteil, Hematology, Creteil, France",48.7771486,2.4530731,False,,6.0,1248.77267583785,464.1792523257054,B_density_fallback,Haute-Borne,Q287340,209197.7,False,True
"7CHU de Bordeaux, Hematology, Bordeaux, France",44.841225,-0.5800364,False,,18.0,2597.406967229321,,B_density_fallback,Parque Científico y Tecnológico de Gipuzkoa,Q12256363,205557.0,False,True
"8APHP, Hopital La Pitié Salpetrière, APHP, Hematology, Paris, France",48.8534951,2.3483915,False,,74.0,191.42332772248767,2198.8516737143227,B_density_fallback,Cité scientifique,Q2974822,202927.5,False,True
"9Oncopole Toulouse, Hematology, Toulouse, France",43.6044638,1.4442433,False,,37.0,81.6629114749366,2398.8439028540192,B_density_fallback,Parc de Recerca i Innovació de la Universitat de Girona,Q18009248,214630.9,False,True
"10Centre Hospitalier Universitaire Nancy and INSERM 1256, Nancy, France",48.6937223,6.1834097,False,,35.0,835.1110316859674,2335.3280474506178,B_density_fallback,InnovationsCampus Saar,Q98546218,82334.3,False,True
"11CHU Dijon, Bourgogne, France",47.3212514,5.0689995,False,,17.0,1075.21468226597,794.1119522506441,B_density_fallback,Freiburger Innovationszentrum,Q115942856,220676.6,False,True
"CHU Dijon (BP1542, 21034 Dijon cedex - France)",,,,,,,,no_coordinates,,,,,
"12CHU de Clermont–Ferrand, Hematology, Clermont-Ferrand, France",45.7774551,3.0819427,False,,13.0,1478.1131960278651,3542.106398327352,B_density_fallback,parc du Cosmos,Q3364340,241027.5,False,True
"Service de Pneumologie [CHU Clermont-Ferrand] (CHU Clermont-Ferrand - Site Gabriel-Montpied, 58 Rue Montalembert, 63000 Clermont-Ferrand - France)",45.7600998,3.0936206,False,,24.0,2132.296763399246,3331.943681123588,B_density_fallback,parc du Cosmos,Q3364340,238919.7,False,True
"13APHP, Hopital Saint-Antoine, Sorbonne University, Paris, France",48.8468997,2.3574487,False,,75.0,219.98909722171416,1246.2477094098151,B_density_fallback,Cité scientifique,Q2974822,203452.2,False,True
"14CHU Amiens, Hematology, Amiens, France",49.8941708,2.2956951,False,,32.0,884.5095367757681,3420.227653773804,B_density_fallback,EuraTechnologies,Q13931398,96958.0,False,True
"15CHU Nantes, Hematology, Nantes, France",47.2186371,-1.5541362,False,,8.0,975.3477606874952,,B_density_fallback,Winfrith Technology Centre,Q8025062,388646.4,False,True
"CHU Nantes - Centre Hospitalier Universitaire de Nantes = Nantes University Hospital (1 Place Alexis-Ricordeau, 44000 Nantes - France)",,,,,,,,no_coordinates,,,,,
"16Assistance Publique–Hôpitaux de Paris, Hôpital Saint-Louis Service de médecine nucléaire, Paris, France",48.8534951,2.3483915,False,,74.0,191.42332772248767,2198.8516737143227,B_density_fallback,Cité scientifique,Q2974822,202927.5,False,True
Service de pathologie [CHU Lille] (France),,,,,,,,no_coordinates,,,,,
"17Institut Carnot CALYM, Lyon, France",45.7578137,4.8320114,False,,18.0,92.23887213973576,1016.3826004220792,B_density_fallback,parc du Cosmos,Q3364340,199751.1,False,True
"18LYSARC CHU Lyon Pierre Bénite, Lyon, France",45.7578137,4.8320114,False,,18.0,92.23887213973576,1016.3826004220792,B_density_fallback,parc du Cosmos,Q3364340,199751.1,False,True
"19CHU Rennes, Rennes, France",48.1207424,-1.6948572,False,,16.0,675.256310157392,1566.5901033254993,B_density_fallback,Winfrith Technology Centre,Q8025062,287829.8,False,True
"Centre Hospitalier Universitaire de Rennes [CHU Rennes] = Rennes University Hospital [Ponchaillou] (2 Rue Henri le Guilloux, 35000 Rennes - France)",,,,,,,,no_coordinates,,,,,
"Power Electronics and Drives Laboratory, Department of Electrical and Computer Science, The University of Texas at Dallas, Richardson, TX, USA",32.9785262,-96.7553288,False,,1.0,,2438.065753774703,B_density_fallback,Cummings Research Park,Q5194123,952897.6,False,True
"School of Electronics and Information, Northwestern Polytechnical University, Xi’an, China",34.2469224,108.9106235,False,,5.0,666.652350016983,,B_density_fallback,Changsha High-Tech Industrial Development Zone,Q17030796,769588.1,False,True
"School of Electronics and Information, Northwestern Polytechnical University, Xi'an, China",34.2469224,108.9106235,False,,5.0,666.652350016983,,B_density_fallback,Changsha High-Tech Industrial Development Zone,Q17030796,769588.1,False,True
"Department of Electrical Engineering, Technical University of Denmark, Kgs. Lyngby, Denmark",55.7854145,12.5202151,False,,6.0,1429.6511556365972,825.066627393157,B_density_fallback,Copenhagen Bio Science Park,Q109331484,9866.5,False,True
"Division of Electronics and Electrical Engineering, Dongguk University, Seoul, South Korea",37.5582383,126.9994886,False,,12.0,557.451356544166,2971.262550741416,B_density_fallback,Kyoto Research Park,Q11374832,833156.4,False,True
"Dipartimento di Ingegneria dell’Informazione, Università di Pisa, Via G. Caruso 16, 56121, Italy",43.6866215,10.4150595,False,,0.0,1942.966924313719,1559.5340234085622,B_density_fallback,Polo tecnologico,Q55750607,48534.7,False,True
"Dipartimento di Ingegneria dell'Informazione, Università di Pisa, Via G. Caruso 16, 56121, Italy",43.6866215,10.4150595,False,,0.0,1942.966924313719,1559.5340234085622,B_density_fallback,Polo tecnologico,Q55750607,48534.7,False,True
"Dipartimento di Ingegneria dell’Informazione, Università di Pisa, Via G. Caruso 16, 56121, Italy. (e-mail: sebastiano.strangio@unipi.it)",51.5241161,-0.1109786,False,,71.0,640.8412771558519,3370.9846500875874,B_density_fallback,East London Tech City,Q5328863,1633.8,True,False
"Ericsson AB, Gothenburg, Sweden",57.7072326,11.9670171,False,,2.0,435.4903750305952,656.3186754628266,B_density_fallback,Lindholmen Science Park,Q6552489,1605.3,True,False
"Department of Energy Technology, Aalborg University, Aalborg East, Denmark",,,,,,,,no_coordinates,,,,,
"Faculty of Engineering and Information Technology, University of Technology Sydney, Sydney, N.S.W., Australia",-33.8890382,151.2050397,False,,7.0,753.3157125060031,1288.1867904928813,B_density_fallback,Australian Technology Park,Q4056106,1045.2,True,False
"Department of Power Electronics, Fraunhofer Institute for Solar Energy Systems, Frieburg, Germany",,,,,,,,no_coordinates,,,,,
"Department of Engineering Science, University of Oxford, Oxford, U.K",34.7348866,-82.2837408,False,,0.0,,894.639241376312,B_density_fallback,Virginia Tech Corporate Research Center,Q7934608,322087.9,False,True
"Collaborative Research Center, Meisei University, Hino-shi, Tokyo 191-8506, Japan",35.6713394,139.3949801,False,,5.0,900.919761607021,2077.322172967864,B_density_fallback,King Skyfront,Q28683746,36298.0,False,True
"Kagami Memorial Research Institute for Materials Science and Technology, Waseda University, Shinjuku, Tokyo 169-0051, Japan",35.7091798,139.7197213,False,,41.0,296.33700006900176,1142.2239614775017,B_density_fallback,King Skyfront,Q28683746,19381.8,False,True
